660,278,3103,4559,6968,10737,572,308,1290,838
513,120,1563,1827,4485,5144,233,115,617,516
898,235,2379,4002,7172,9185,389,241,958,758
655,82,1660,2034,5216,6508,257,168,558,630
1026,284,2254,2599,6292,9954,363,180,752,801
702,147,2552,3276,8061,9244,367,388,512,811
493,93,1151,1683,2848,4224,195,132,267,377
249,130,920,1490,2315,3059,209,121,444,333
688,248,2516,3350,4983,8624,285,233,1000,631
1475,128,2070,4517,6567,12264,502,349,1410,850
740,165,2151,2428,5840,9383,327,287,822,835
821,213,2351,3479,6320,9532,292,313,746,782
434,146,1572,1671,3931,7069,224,138,488,489
1800,117,4117,5983,5771,11816,437,290,2022,1006
483,64,1333,2095,3764,6798,198,188,791,665
641,98,1782,2142,4398,7888,239,281,908,623
1595,100,3133,3692,5536,10919,308,232,2184,1093
599,79,1429,2132,4407,6574,192,166,995,684
529,85,1353,2349,4129,7238,254,212,632,715
704,118,2210,3224,4125,8741,187,241,832,805
685,82,1883,2931,4515,9001,226,347,815,914
372,28,950,1654,1820,6204,105,167,790,661
929,26,1025,1827,1997,7565,163,247,674,1334
2666,76,1622,4151,4194,11906,285,392,3492,4330
1328,25,827,2182,2192,8211,164,200,727,2564
319,51,1701,2490,2247,5454,97,97,341,312
0,307,2968,4406,79,7732,308,345,211,0
2,225,1320,652,451,2564,137,49,18,0
16,621,5922,4801,11091,5517,2027,461,1415,8
170,366,2125,1755,4228,4589,581,186,270,130
456,257,3154,3140,9523,7293,410,332,153,94
841,466,3544,2453,7402,7507,331,220,555,128
1311,296,3077,2179,9342,6709,236,222,900,296
819,622,3906,5611,8117,12594,1077,376,3581,854
49,218,1344,1207,6199,6897,144,139,324,550
154,806,2415,1678,5270,10140,114,144,927,698
728,190,1941,1898,6409,7195,143,102,340,911
562,151,2347,1581,5227,6253,210,134,304,997
747,299,3030,2458,4756,6138,256,132,167,870
1066,330,3111,2504,6728,8660,316,245,307,1837
481,90,1379,999,4937,5095,200,75,49,1041
637,155,1838,896,4520,5264,177,89,93,1373
785,57,1719,1232,5499,5137,177,97,51,1247
559,291,1933,1481,4380,4548,127,108,36,1181
670,101,1776,1030,5614,5413,179,113,27,1519
1359,332,4580,3006,9716,12384,239,200,154,3126
476,97,1254,840,4150,4167,99,71,21,1011
960,228,3747,2152,9057,8536,193,195,98,2489
566,113,2081,1136,3831,4465,123,99,60,1077
790,79,1693,1202,6928,6348,137,104,31,1372
1626,219,3073,2447,12178,12454,192,246,81,3011
1449,141,3176,3163,10247,10830,248,202,112,2274
2255,388,6187,3640,14747,15617,272,346,156,4460
825,140,2114,1349,5539,6270,150,93,74,1581
281,103,1284,735,1996,2831,101,54,22,636
1441,334,3872,2612,7722,9429,181,184,205,2540
2234,170,3204,2743,7670,9214,273,133,121,1934
506,49,835,696,2722,1902,74,28,14,615
209,48,714,494,1758,2187,73,44,13,424
352,87,1188,911,2736,2938,101,60,23,705
617,191,1893,1353,5002,6578,123,97,68,1374
1443,198,2737,1798,8984,9014,195,197,49,2769
865,126,1937,1586,7079,6743,140,140,18,1662
560,104,2270,1253,4921,6380,186,160,51,1323
274,112,1268,688,1719,2377,98,61,18,525
614,142,1720,1141,3958,5213,143,73,84,1017
964,211,3316,1727,6316,8940,201,156,151,1918
2174,333,4206,3012,9924,12981,283,321,86,2794
458,120,1635,926,4596,5061,128,64,32,1032
1012,206,2147,1637,5788,6607,196,156,38,1655
930,226,2492,1476,8063,7417,165,160,6,2216
2703,340,3263,3058,10356,11652,250,95,294,1843
955,204,2282,1971,7372,8434,207,199,49,1598
1294,200,2089,1728,6344,7247,180,134,37,1570
826,302,2270,1475,6898,7707,180,140,77,1853
1578,202,2403,2184,6802,8154,196,152,99,1485
1953,264,3102,2551,7545,9445,198,196,54,1678
977,304,2560,1582,6436,8368,216,148,143,1964
797,372,2630,1592,6724,8620,208,75,358,1583
770,150,1772,1036,5245,6137,149,82,62,1447
693,172,1800,1477,4444,4846,176,100,83,1173
584,120,1315,781,3773,4440,111,79,82,1066
1836,233,1940,1672,6964,7345,172,114,36,1607
274,83,756,678,2049,2148,107,49,46,470
889,168,1510,1189,5394,5398,178,110,125,1145
379,185,1512,1018,3859,4551,154,77,214,1102
600,198,1371,1414,3470,4479,170,68,75,773
2044,1030,4769,3724,10726,14153,388,285,285,3217
779,204,1561,1243,3414,4858,201,75,46,1077
1298,392,3017,2570,7688,8909,253,212,112,1845
1999,517,3304,3296,7870,9659,268,168,77,2340
1258,242,1742,1289,5657,6362,191,148,34,1760
1118,133,1697,1727,6187,6854,237,155,71,1730
1207,192,1990,1533,6602,8517,261,160,51,2155
475,83,471,880,1425,1962,67,29,31,246
605,233,1262,1296,3444,4920,222,109,49,943
491,179,1185,972,4050,4751,169,90,39,1143
1156,182,1845,1317,6877,7832,216,176,27,1913
1120,349,1968,2096,5107,7897,256,133,61,1639
1001,131,1612,1532,5980,6400,175,127,58,1408
1052,444,2847,2073,6444,10661,271,129,96,2024
1429,372,2681,2176,7298,10172,324,236,102,2475
1180,322,2109,1804,5842,8875,259,162,105,1797
894,360,2331,1672,4903,7921,218,120,138,1701
563,223,1233,968,3114,4558,144,43,38,796
488,97,906,855,1955,2296,143,45,37,559
445,104,999,555,2778,3362,94,42,72,802
1671,335,2323,2201,6694,8365,326,222,340,2214
1522,382,3401,2956,8258,11909,311,241,800,2557
998,336,1962,1957,3605,4698,262,73,99,986
1388,414,3311,2617,8850,7464,484,210,478,2437
2532,751,3928,3630,7869,7747,528,235,306,2180
2477,494,3527,3586,9628,7489,555,292,141,2162
2224,722,3987,3404,10975,9445,585,316,175,3397
856,281,1676,1636,5574,4282,246,143,309,1299
2748,526,3827,4210,10147,10404,599,224,217,2589
1399,125,1469,1156,6367,4630,299,135,57,1398
1792,428,2927,2697,8055,7108,516,260,97,1968
835,398,2109,2057,6727,6472,368,165,114,1704
824,121,1175,1460,4670,3594,250,126,77,760
2700,395,2367,3700,10811,8875,451,176,386,2106
1631,269,2383,2923,8127,6684,423,178,182,1386
1488,333,1487,2781,4738,5161,367,80,307,1003
679,211,1298,1624,3837,4505,290,118,150,974
624,377,1360,1455,3436,4520,280,68,196,953
950,249,1652,2035,6784,6890,395,184,212,1411
2758,141,1877,3573,8354,6968,330,142,368,1768
568,237,1352,1310,4352,4694,250,89,177,1144
1750,494,2973,3010,8722,10562,545,214,367,1889
1051,275,2259,2110,7901,7739,435,180,434,1350
615,239,1412,1506,3420,4839,274,81,357,690
1095,263,1723,1764,6416,6722,307,135,291,1135
1032,501,2006,2101,9332,7790,403,172,205,1574
880,389,1734,1264,6550,8000,350,105,257,1405
597,190,905,1119,2369,3115,171,57,101,421
904,439,1432,1825,4414,6120,271,78,201,825
820,213,1337,1554,5757,6063,235,93,177,979
329,128,659,622,2345,2826,157,62,32,508
1097,272,1766,2139,5687,7115,292,128,163,1060
1481,342,2058,3312,7862,10796,398,130,259,1486
599,410,1374,1495,5070,6242,290,98,121,1070
2462,529,2862,4640,7889,11745,435,180,501,1764
1932,576,2693,3444,8243,12056,402,145,282,1462
1273,167,1051,1698,4838,4961,182,74,220,726
1741,526,2639,3922,7258,9785,377,165,666,1442
1142,934,2183,2316,7553,9582,331,197,214,1625
1600,491,2569,2832,7435,9049,349,218,307,1603
1136,387,2509,2463,6440,8897,377,173,356,1388
657,372,1811,1482,4771,6611,273,111,560,1184
993,199,1391,1763,5093,6873,331,114,217,970
234,47,509,786,2672,2559,179,56,75,291
2016,302,1972,4106,7458,10789,321,104,1076,2006
559,311,1356,1598,3981,7109,248,85,677,1172
931,283,2272,2186,6916,9343,290,164,994,1886
693,84,1108,1536,2581,6030,162,100,305,1157
701,48,717,1086,3179,5706,151,97,144,781
405,68,718,1128,2310,3633,133,50,651,960
898,121,823,1113,4388,4863,148,173,455,1780
32,203,6054,9028,546,17195,498,10,13,31
36,374,1919,3964,866,4170,257,206,386,64
0,730,5923,2850,1545,14291,399,310,121,6
6,1021,7693,3774,8926,6508,734,519,579,6
0,219,2787,1850,6250,3743,640,218,515,0
144,491,4384,2155,7508,8350,1557,431,974,33
221,407,2366,1759,4928,5290,353,187,362,17
638,282,2735,2586,6981,5430,721,183,2071,113
609,198,2307,1480,7045,5741,290,169,1035,240
136,164,2192,1835,6050,3785,240,173,668,109
64,231,2061,1635,5463,7564,198,235,936,549
341,411,3203,3335,5788,10375,253,292,1483,507
787,108,2709,2739,7428,9001,363,239,849,439
822,218,2034,2028,6211,6164,247,128,480,366
375,75,991,1048,2847,1968,98,38,370,133
734,294,3305,3741,9524,11665,297,249,792,800
563,115,1473,1648,7806,5868,221,154,580,1206
1198,223,2622,2887,8362,9764,270,173,2910,1737
335,110,1012,1362,5944,5366,152,107,2915,784
941,237,3052,3187,11376,11398,293,319,623,2096
1053,313,3246,3106,10146,10243,225,272,350,1969
943,228,2632,2217,8780,10453,207,243,360,1629
759,92,1293,1624,5900,4607,150,76,202,938
708,219,2314,2225,7805,9802,254,192,209,1597
636,173,1955,2305,8366,9170,224,170,119,1462
582,201,1308,1490,6195,6464,181,143,137,1101
719,110,1981,2205,8543,8752,231,223,126,1316
453,73,1684,1707,6065,6142,174,160,81,1105
558,143,1606,1607,4799,5810,201,130,139,983
398,114,1553,1599,4545,5210,174,108,126,909
500,105,1582,1659,6690,6990,213,164,97,1084
1082,101,1814,2156,7020,6020,210,112,242,948
777,110,1762,1559,8886,7834,205,193,114,1755
619,156,1982,1859,5315,5957,225,136,74,889
1074,321,2614,2875,6989,9389,222,199,146,1475
714,231,1876,1857,7196,7632,202,175,98,1426
782,159,1536,1988,7241,6383,179,173,75,1292
548,171,1211,1154,4210,5247,119,87,40,830
1347,375,3206,3552,9965,10940,263,238,130,1430
657,123,2139,2357,5546,6774,178,167,126,1114
702,122,1250,1416,4731,5617,165,122,59,1017
2259,335,3787,5097,9038,11652,490,221,539,1119
875,173,2188,2702,6454,8757,227,203,85,1263
498,191,1458,1795,3062,4355,155,67,88,582
894,150,2431,2316,7785,7951,178,214,107,1522
934,197,2143,2032,7949,9642,236,241,131,1859
786,194,2177,2269,6260,8792,153,129,108,1112
754,113,1845,1788,6436,7849,185,189,110,1204
594,122,1672,1759,5543,8128,192,165,173,1510
1614,364,2657,2899,8443,11652,314,158,817,1618
778,117,1529,1849,5143,6305,209,161,243,1534
851,255,1757,1411,5413,6876,184,206,384,1824
688,133,1299,1793,4591,5598,174,112,249,1172
617,127,1562,1276,6768,7405,189,138,252,1695
623,91,1386,1547,4220,4982,155,81,174,981
165,255,1616,1785,5342,7952,144,45,37,1188
708,108,1381,1957,6268,7153,195,124,241,1371
691,179,2110,2364,7474,9239,203,195,468,1948
720,110,1395,1707,5324,6258,147,116,169,1333
909,169,2089,2266,6896,7710,205,164,247,1325
735,108,1217,1658,5584,5944,143,88,99,1329
636,149,1078,1069,4590,5406,122,83,111,1088
1726,425,5109,4928,19660,17768,559,267,433,2514
554,132,1370,1368,5931,6221,123,93,125,1224
748,239,1755,2154,5096,6436,176,79,192,656
662,341,1806,2229,7312,9075,180,165,209,1650
421,92,1552,1840,7855,7715,224,121,82,1273
414,219,1259,1269,5538,6687,110,74,116,1039
1335,100,1742,1462,9043,5535,156,67,154,716
243,109,1118,1204,4179,4438,121,42,56,618
623,447,2610,2053,8587,10858,173,108,136,1339
1903,318,3019,4433,12050,10461,284,145,322,1227
282,146,1071,829,5054,4938,84,81,88,1010
487,108,1512,1508,6753,6003,140,114,93,900
557,113,1485,1871,9042,6983,150,130,82,1190
1052,344,2573,3352,12031,12513,268,131,324,1155
399,77,1067,990,6409,5600,109,109,79,855
803,152,1795,1904,10415,9532,210,211,135,1688
1196,172,1937,2176,11154,9890,172,164,162,1592
1721,178,2504,2946,14710,9514,234,102,496,1271
1030,102,1262,1608,6371,5914,141,130,136,955
604,79,960,947,7142,5314,124,81,154,945
1595,214,2807,2867,19776,15596,256,331,396,3100
959,268,1829,1778,9254,7379,149,209,298,1455
395,84,1072,1001,5026,4709,121,109,173,740
293,31,722,784,2758,2271,75,47,201,407
673,199,1743,1562,6042,4272,137,147,313,875
716,168,1747,1551,8899,4785,150,208,440,1099
1212,310,2822,2695,10972,8593,190,243,610,1853
768,185,1474,1697,6850,5038,168,151,229,1078
304,218,1289,1576,5284,5405,153,112,307,773
676,251,2070,2052,7929,6488,149,165,287,1314
2093,545,3372,3310,14294,11523,306,224,576,2324
913,223,2503,2292,10747,7071,196,207,194,1431
927,204,2391,2044,10863,6627,186,178,175,1127
2014,424,2972,3283,11513,8285,275,184,389,1473
1498,415,3325,3126,12370,10477,260,240,292,1483
482,151,1249,1478,6533,4543,138,134,113,682
696,149,1895,1918,10226,7115,199,171,153,874
1340,360,2989,3281,10127,8750,242,204,248,1301
599,142,1034,1000,5844,3340,115,48,119,410
2103,538,4399,4683,16684,12045,466,279,753,1610
708,270,2004,1714,5224,4765,165,131,206,779
1142,376,2957,2306,10787,8831,298,206,374,1429
1020,489,2653,2322,7832,7620,199,189,264,1045
713,306,2705,2222,8248,8123,232,144,420,1284
860,313,2973,2815,8302,8498,195,140,423,1159
942,244,3129,2569,11576,9810,258,273,839,1338
670,208,1570,1533,5264,4871,143,109,448,830
925,206,2671,2201,9679,8589,307,239,723,1036
623,192,2534,2200,8321,8758,228,157,627,1130
306,46,653,899,2286,1731,88,36,281,223
430,350,1573,1836,4870,5700,116,74,370,694
422,206,1614,1371,5449,5599,156,97,676,659
1138,287,3474,3075,10750,11281,296,257,1384,1518
1491,752,3999,3859,11874,12629,317,264,1539,1643
599,118,1898,1815,7028,5927,162,151,309,840
394,262,1625,1215,4402,5075,133,52,283,566
836,491,4607,4265,9494,13626,331,230,557,1117
584,137,2223,1747,8305,7893,193,177,280,975
894,620,4145,2797,8687,10365,276,162,474,1137
727,281,2820,2442,8277,9013,163,161,372,1009
358,126,1470,1708,3761,4501,178,62,212,478
395,141,1686,1677,4367,4322,140,78,154,531
1509,386,2817,2554,9724,8663,284,200,476,1131
605,126,2214,1800,6817,7292,217,148,274,869
839,214,2566,1881,9214,8586,190,135,316,1067
675,322,3664,3004,10871,10736,248,253,544,1207
654,181,2123,1851,6414,7298,189,127,247,671
785,160,2951,2307,8812,10709,314,150,497,1397
433,142,1784,1185,5752,6099,143,100,192,791
857,183,2054,1925,5979,6609,211,140,1078,1281
596,135,1950,1732,2967,7834,238,178,452,1310
721,87,1599,1380,5296,6737,153,144,616,1228
1492,178,1690,1854,7071,8352,268,344,1807,2494
956,241,1158,836,4789,8076,181,99,483,1582
