14,134,4317,6905,129,8258,310,9,9,9
0,284,2273,2750,109,5519,179,100,1397,0
0,445,5276,1222,1651,6819,345,285,178,0
0,575,3964,1398,3975,3086,325,198,210,0
5,533,1726,1252,3013,4055,256,85,151,0
96,634,2308,1316,4930,3362,541,218,339,0
654,551,4064,1711,10892,8285,536,373,337,24
596,153,2497,1466,9633,5742,388,153,475,5
791,509,5505,3050,9709,11609,380,196,1992,8
536,771,6788,4356,5697,8183,462,414,1520,27
816,1472,12989,2020,410,2566,1808,1325,1589,162
136,231,2992,4377,245,6145,471,276,1351,480
78,716,1030,2519,2109,11162,333,175,1860,225
334,1376,3171,3318,4718,13846,570,415,2978,475
486,247,1348,2142,6896,6538,444,383,1243,992
1035,597,6724,1940,1748,4110,944,446,1651,2619
429,70,811,1694,6237,4525,308,109,1079,911
378,56,955,1420,6585,5362,286,109,999,856
497,44,1298,1831,10560,7653,321,132,1042,1154
700,67,1399,1880,10640,8154,253,170,1208,872
431,110,1488,2293,6985,7124,337,137,987,802
282,43,648,933,5647,4049,219,85,653,567
684,34,988,1484,5651,4085,179,67,704,837
316,25,803,836,3403,2827,124,61,459,442
143,7,313,493,2119,1392,89,27,196,197
740,101,2122,2526,9339,7844,341,197,994,1259
255,71,722,974,3376,3229,118,35,460,425
725,46,944,1672,8879,5582,215,134,770,913
611,109,1963,2342,12373,10115,385,221,1128,1109
255,20,429,709,3297,2012,125,21,337,252
857,89,1516,2453,10557,8644,326,224,940,1157
600,41,1009,1500,6182,5798,219,103,331,695
520,47,892,1553,6324,5055,220,88,755,682
401,51,1221,1561,6735,5846,230,178,833,766
472,58,1356,1554,8221,7321,294,175,976,803
346,79,1169,1686,4209,5424,297,96,889,516
513,39,1280,1679,5163,5129,306,276,745,824
341,66,790,1222,4350,4448,271,122,1301,490
614,77,2035,2418,8926,8688,295,176,2215,883
527,62,1324,1401,8039,6500,254,124,1535,741
421,24,1146,1308,7381,5622,214,96,852,611
572,82,2455,2195,8050,7989,243,161,1599,664
168,26,573,573,2164,2080,142,55,513,208
547,53,995,1506,7313,6322,211,83,960,643
570,70,1159,1340,5633,5024,246,113,928,706
656,132,2258,1935,8419,9205,329,216,1490,811
956,95,2122,2047,7643,8236,297,218,1238,878
335,40,997,1095,5799,5098,183,86,576,344
1681,91,2351,3156,17306,13963,490,270,2200,1375
567,61,1230,993,5574,6503,267,122,667,489
772,54,1322,1281,5708,5776,204,98,728,545
571,54,1069,1350,8252,6326,214,129,890,547
633,38,1237,1537,6111,6529,252,164,550,543
496,65,1317,1399,5902,5982,165,149,665,585
724,129,1699,1971,6961,8408,390,164,1400,525
267,32,761,770,2495,2954,154,59,547,196
1246,51,2098,2279,12206,10006,354,228,1173,1024
1287,44,863,2077,9223,5524,142,72,1087,505
717,41,1401,1305,10009,8950,289,196,591,922
639,87,1836,1944,8529,9798,319,161,2730,697
815,81,1978,1855,10030,8361,265,170,3044,782
1579,149,2918,3088,14284,12233,515,343,3582,1332
928,51,2174,2038,8698,8197,219,228,1810,781
795,115,2375,1987,7535,7802,235,155,1693,705
1121,120,2357,2212,10496,9305,356,281,2476,958
786,78,2003,1757,7020,6603,221,207,1119,641
1133,116,2502,2286,12019,10785,355,217,1934,951
680,115,1559,1943,9280,8602,304,187,795,936
943,84,2105,2210,11520,10686,289,161,1315,739
1406,81,1558,2030,9336,6831,211,197,1051,691
304,79,950,896,2831,3340,168,59,502,233
2933,313,5010,5497,20703,23527,758,576,1758,2231
810,39,1159,1115,6733,5564,153,79,740,509
729,94,2073,1998,8645,7812,224,170,830,764
561,119,1319,1042,5513,6069,204,113,642,636
721,77,1197,1182,6627,6087,208,108,596,593
1509,130,2246,2217,10064,9409,237,236,1162,792
1001,149,2134,2159,8764,9519,289,159,1094,911
1426,79,2161,1973,11423,9571,264,192,1198,896
1566,157,2738,4088,11297,11717,340,200,1646,746
357,127,1298,1297,3083,4936,123,80,615,349
904,96,1828,1925,9165,7605,217,202,705,736
821,71,1459,1466,5399,5883,156,134,451,569
1030,120,1695,1888,8968,6545,224,172,1054,866
591,45,927,1345,5104,4899,141,105,344,465
678,60,1521,1707,8388,7916,225,174,2811,504
334,73,860,932,2981,3367,76,45,1209,341
318,73,1211,974,3235,3548,125,74,780,389
1418,163,3195,3065,10807,8837,241,230,2399,1131
1094,100,1531,1601,9102,4884,193,174,1372,734
932,57,1760,1571,9697,6226,173,129,1152,635
266,37,586,671,3043,1845,57,49,399,216
514,59,1858,1746,5668,4985,196,126,647,502
725,127,2602,2354,8316,8347,205,141,2508,821
811,154,2297,1772,6775,6298,155,126,656,657
955,124,2515,2312,10306,8813,155,100,773,507
821,74,1495,1687,8347,6528,144,100,945,459
678,142,1781,1590,5895,5088,122,101,651,579
543,80,1573,1283,6146,4479,89,73,1595,459
225,89,1426,920,2978,3481,90,55,760,280
586,84,1671,1423,5944,5810,141,104,854,395
294,121,1651,902,4067,4609,87,56,615,431
836,225,2820,2143,9660,7916,165,193,894,701
656,124,2480,1954,6701,7522,135,156,710,469
924,204,3410,2732,9857,11313,172,172,1115,802
483,53,1970,1330,6779,6539,107,107,541,549
787,122,3281,1988,8591,8917,170,176,935,872
573,96,2028,1248,5904,5705,138,90,1478,540
785,102,2731,1614,9205,7520,97,138,1203,712
449,21,869,789,2980,2157,53,33,745,222
378,38,1225,831,5426,4488,51,56,445,330
518,49,1415,1528,6446,5739,77,121,659,539
1238,182,3295,2490,8607,9168,143,149,1244,652
469,74,2260,1619,6066,5601,57,113,707,553
470,149,2551,1321,6412,6139,94,75,1014,506
453,55,1412,1433,3630,3311,45,50,672,310
1113,186,3741,2687,8698,10181,138,190,1146,908
458,103,2472,1365,7421,7583,77,120,623,596
924,77,2413,1464,8347,6105,125,92,833,642
466,59,1901,1152,5838,4333,69,90,445,491
757,217,4204,2601,8278,9553,130,179,1029,820
516,140,2562,1558,6758,8105,117,123,814,660
842,200,4032,1930,7451,8074,96,130,908,808
925,206,4432,2868,9473,11414,122,194,1904,1062
317,74,1474,727,3058,3437,60,79,492,289
538,117,2731,1285,7397,7458,80,152,788,652
466,49,2340,1156,6863,6577,62,95,587,481
193,49,1335,926,2950,3118,57,51,426,300
691,135,4018,1810,11252,9638,91,113,831,897
1146,308,5881,3025,9589,11892,109,185,1298,1317
525,94,2186,1388,7924,6508,60,83,1092,550
3227,598,8143,6120,12761,25100,392,444,4025,4656
328,33,863,523,2310,3240,103,51,435,641
1589,244,2570,3975,6381,11313,157,203,4279,2541
1475,113,1440,2503,5538,14049,156,190,1401,3262
76,44,1690,2538,1625,4713,106,18,82,184
0,239,3538,4394,107,3250,193,228,659,3
0,419,3911,1228,1444,6783,237,128,444,10
0,252,4736,2000,6846,4698,383,427,200,0
35,266,2771,2245,10538,7666,843,229,536,0
404,279,3084,2194,7089,5847,763,401,918,51
620,230,1508,1549,4521,3113,368,168,386,14
2251,286,2843,3168,14501,6321,898,206,1803,153
630,248,2545,2239,6866,5323,383,172,1500,147
1550,106,1981,1668,7096,2938,417,107,4108,211
2424,660,8658,1879,245,2411,997,1064,5196,1510
919,144,3092,5094,1025,7598,133,316,9866,4877
128,112,681,3675,903,11603,37,322,2406,2470
28,56,645,1843,2097,8291,142,221,1478,1195
59,92,1641,2041,3556,7081,258,355,1169,1919
572,1036,21558,10658,2919,19684,2622,1972,4498,2065
109,43,791,1115,11118,5653,354,123,759,717
52,100,602,1197,5759,4951,385,161,501,554
80,101,519,1234,7260,5034,330,162,408,702
31,185,330,1428,8621,7364,203,204,176,382
57,93,570,1492,13429,8303,380,208,487,705
62,100,627,1717,10495,6886,419,203,359,618
44,84,342,955,7757,4324,182,137,309,556
119,101,725,1685,10457,7270,381,226,260,546
215,123,790,2072,10956,7257,401,268,575,763
46,118,288,574,5473,3727,188,88,236,362
71,121,817,2207,11711,6490,475,246,368,722
184,40,783,1378,14426,6627,464,157,547,736
179,112,1100,2159,12037,8572,405,286,621,657
135,115,737,1580,11365,7618,314,182,500,624
175,272,1821,2919,14524,10707,562,305,862,1141
140,38,568,1669,9794,5100,278,140,521,613
163,266,1622,2395,11589,8412,452,335,750,990
35,113,477,901,5810,4583,153,121,432,480
120,192,1354,2200,8603,8176,397,349,749,855
233,171,947,2787,16088,9818,644,237,1541,963
152,150,853,2218,10795,8770,488,264,631,919
389,382,2245,4425,21883,17382,1009,552,979,1765
165,249,875,1842,9338,8597,440,283,591,854
205,276,1482,2226,8464,8663,477,297,590,896
262,112,1391,3786,9001,8666,373,294,427,814
134,64,384,1342,4057,3120,197,96,196,269
98,46,326,1006,2630,2223,197,75,317,266
231,138,922,2277,9240,8849,360,285,374,688
148,194,751,1438,7053,7441,293,233,352,826
264,65,648,1751,8167,5450,278,228,478,775
119,200,967,2194,4798,5795,352,186,378,452
111,158,699,2007,5207,6322,277,233,414,800
315,158,1472,3807,9169,11629,583,366,955,1139
92,211,681,1570,4911,6397,251,153,410,563
275,136,927,2980,7171,8350,415,268,446,652
310,137,1265,2424,7809,10080,362,338,545,1048
216,56,602,2351,4940,5999,328,111,1059,474
99,87,828,1122,3119,3719,197,122,485,351
309,226,1335,2907,4984,8437,375,224,1092,708
271,111,907,2159,7142,7374,343,202,752,740
243,71,739,1853,6181,6387,267,165,615,723
294,206,1742,2885,6018,8635,430,260,780,833
331,106,1045,2363,7232,8181,369,251,1016,1018
202,123,903,1849,4542,4585,310,166,477,515
323,147,1291,2533,8564,7745,391,411,569,883
148,236,830,1587,4087,5127,186,144,535,562
343,200,1875,3020,7049,8354,334,280,640,651
255,243,1300,2244,5385,6894,226,182,816,593
339,83,1138,1333,5400,6047,222,190,527,660
219,50,1049,2086,7034,7568,233,153,248,533
324,210,1571,2964,6479,8092,395,282,800,649
155,71,716,1466,3945,4562,188,107,267,247
369,178,2050,2951,7344,10261,425,304,561,685
529,129,1436,2927,8047,9492,361,321,566,560
528,150,1939,2787,6200,9318,374,240,675,669
221,263,1127,1594,3687,6874,237,140,918,568
977,208,2388,4266,8120,11762,713,282,1646,958
373,113,1008,2090,6249,6690,261,279,513,686
327,195,927,1907,3809,5484,233,105,503,480
617,374,3142,4195,8703,12902,462,359,1324,1015
197,64,911,1858,5264,5779,220,158,345,456
515,262,2596,4738,7188,12849,687,300,880,673
401,155,1175,1883,4084,5263,207,133,471,553
301,134,1495,1813,4825,6035,297,184,577,525
85,87,722,1111,2469,6116,204,136,123,313
548,110,1425,2471,6842,7702,262,188,475,540
900,308,3258,3626,7755,12019,449,336,1093,1134
132,37,602,881,2598,3024,154,69,221,252
911,354,4361,4114,8134,10196,663,400,1385,1239
205,97,756,1228,2175,1831,196,107,446,263
320,95,1302,1838,5629,4238,379,176,649,578
432,126,1655,1855,4491,3784,306,183,621,382
641,114,1310,1967,6417,4184,315,263,384,481
498,240,1667,1920,6605,5756,383,212,714,776
381,216,1268,1361,4592,5116,257,122,531,433
772,237,2224,3567,8986,6922,445,295,496,967
555,487,3024,4327,7849,8856,576,266,1137,844
437,188,1933,3107,6589,6657,409,172,441,554
500,114,1304,2142,4290,4657,327,152,301,456
730,391,1951,2513,6956,6571,407,236,664,852
914,382,3163,4118,9245,9333,524,489,780,1046
663,214,1682,3840,7883,8232,498,243,407,827
982,263,2079,3312,7096,7663,403,323,472,573
1060,221,1792,3013,7571,7099,369,299,582,759
912,205,2603,3607,8110,9390,524,311,583,703
323,150,1107,1519,3308,3666,224,143,311,278
303,122,1023,1763,3404,4105,239,88,382,304
519,168,1341,2253,5016,5510,226,121,389,438
593,154,1731,2060,7361,7309,328,193,334,453
1227,112,1776,2652,5292,6711,369,161,1426,872
515,121,1425,2237,5476,6230,346,186,1008,708
329,157,1695,2237,3382,5464,338,133,776,380
